order_id;product_id;quantity;unit_price;discount_amount;ingestion_ts;ingest_date;source_file
O000075;P00031;2;736.31;71.88;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000076;P00008;1;729.25;87.8;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000077;P00029;1;395.65;29.3;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000077;P00048;2;free;112.45;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000077;P00015;2;171.38;46.43;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000077;P00023;2;407.55;113.77;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000078;P00006;3;433.85;38.16;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000078;P00044;2;50.58;3.85;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000078;P00037;2;743.8;158.66;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000079;P00044;2;133.39;24.07;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000079;P00013;1;244.63;67.71;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000079;P00059;2;464.91;;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000080;P00025;2;315.08;2.7;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000080;P00041;2;664.96;42.79;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000080;P00056;two;447.13;48.54;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000081;P00045;2;202.37;53.17;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000081;P00034;2;19.72;2.51;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000081;P00005;1;694.34;206.68;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000082;P00015;3;375.71;99.67;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000083;P00002;1;702.44;30.86;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000083;P00011;2;80.75;7.66;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000083;P00025;3;447.9;69.99;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000084;P00033;1;539.01;7.22;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000084;P00011;3;180.02;22.32;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000084;P00024;3;206.52;54.75;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000085;P00047;3;21.32;1.92;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000085;P00024;2;38.23;9.29;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000086;P00010;1;691.51;151.59;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000086;P00047;1;609.19;171.33;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000086;P00056;1;200.69;44.96;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000086;P00029;3;372.14;19.67;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000087;P00021;1;434.93;2.01;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000088;P00026;3;715.93;10.03;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000088;P00006;2;519.52;50.24;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000088;P00041;2;770.73;109.57;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000089;P00022;2;480.02;90.08;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000089;P00044;3;67.05;13.76;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000089;P00046;2;537.41;61.57;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000090;P00011;1;333.53;4.99;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000090;P00011;3;513.26;28.36;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000091;P00057;2;179.03;45.58;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000091;P00019;1;575.75;66.08;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000091;P00055;3;332.92;28.31;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000092;P00056;1;586.45;44.43;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000092;P00047;2;90.99;23.1;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000092;P00042;3;276.03;42.41;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000092;P00031;1;523.6;123.62;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000093;P00048;1;450.05;26.5;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000093;P00022;2;659.0;125.63;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000094;P00006;1;576.43;140.85;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000094;P00025;1;77.53;14.25;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000095;P00021;3;80.81;21.67;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000096;P00037;2;45.48;5.37;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000096;P00018;1;148.82;6.12;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000096;P00045;2;55.85;15.15;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000096;P00017;1;142.93;26.99;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000097;P00038;1;290.23;69.32;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000097;P00060;1;86.61;12.18;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000097;P00045;2;235.82;27.48;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000098;P00039;3;86.85;10.98;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000098;P00055;two;513.86;92.12;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000098;P00003;2;486.13;133.17;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000098;P00025;1;455.44;112.08;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000099;P00001;2;676.35;151.05;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000099;P00031;3;372.15;1.92;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000100;P00005;3;534.73;51.48;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000101;P00036;3;300.42;67.38;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000101;P00010;3;291.93;82.99;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000102;P00035;3;459.57;76.22;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000102;P00018;2;723.66;89.85;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000102;;1;420.27;86.34;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000102;;3;607.8;20.2;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000103;P00001;2;701.93;31.93;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000103;P00047;1;548.58;159.87;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000103;P00025;2;300.09;17.54;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000103;P00011;1;746.45;139.05;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000104;P00042;2;306.29;73.8;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000104;P00006;3;625.13;179.84;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000104;;3;551.73;127.28;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000104;P00040;3;653.43;167.96;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000105;P00056;3;300.01;65.28;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000105;P00047;1;151.11;9.64;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000105;P00047;2;69.52;7.14;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000106;P00021;1;395.65;11.22;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000106;P00010;1;329.02;16.98;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000106;P00059;1;728.63;77.51;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000107;P00033;3;456.87;59.06;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000107;P00042;3;286.17;13.42;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000107;P00026;3;229.04;46.54;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000108;P00041;2;674.09;24.81;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000108;P00040;2;257.03;47.93;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000108;P00039;3;303.39;43.18;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000108;P00032;1;210.9;17.53;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000109;P00052;2;613.21;80.32;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000109;P00013;3;633.6;181.32;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000109;P00045;2;110.71;31.02;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000110;P00030;two;36.6;7.89;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000072;P00029;3;257.63;16.02;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000060;P00023;1;602.39;112.66;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000021;P00002;2;83.39;3.5;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000028;P00014;2;522.52;133.46;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000013;P00018;3;248.53;14.02;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000080;P00041;2;664.96;42.79;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000024;P00003;3;75.02;16.45;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000094;P00025;1;77.53;14.25;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000008;P00025;2;535.25;98.04;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
O000104;P00042;2;306.29;73.8;2026-06-07T18:52:44.196Z;2025-12-01;file:///opt/spark/data_input/ingest_date=2025-12-01/order_items.csv
